Season,Episode,Character,Appearance_Type
5,Bill & Peter's Bogus Journey,Joseph Merrick,Also Appearing
5,Bill & Peter's Bogus Journey,The Thing,Also Appearing
5,Bill & Peter's Bogus Journey,Alexander Graham Bell,Also Appearing
5,Bill & Peter's Bogus Journey,Thomas Watson,Also Appearing
5,Bill & Peter's Bogus Journey,Uma Thurman,Also Appearing
5,No Meals on Wheels,Lois Griffin,Also Appearing
5,No Meals on Wheels,Chris Griffin,Also Appearing
5,No Meals on Wheels,Meg Griffin,Also Appearing
5,No Meals on Wheels,Stewie Griffin,Also Appearing
5,No Meals on Wheels,Quagmire,Also Appearing
5,No Meals on Wheels,Cleveland Brown,Also Appearing
5,No Meals on Wheels,Dr. Hartman,Also Appearing
5,No Meals on Wheels,Brian Griffin,Also Appearing
5,No Meals on Wheels,Mort Goldman,Also Appearing
5,No Meals on Wheels,Herbert,Also Appearing
5,No Meals on Wheels,Jim Kaplan,Also Appearing
5,No Meals on Wheels,Gerald,Also Appearing
5,No Meals on Wheels,Mexican Super Friends,Also Appearing
5,No Meals on Wheels,Violet Gray,Also Appearing
5,No Meals on Wheels,Pig-Pen,Also Appearing
5,No Meals on Wheels,Ben Stiller,Also Appearing
5,No Meals on Wheels,Tyra Banks,Also Appearing
5,No Meals on Wheels,Liza Minnelli,Also Appearing
5,No Meals on Wheels,M.C. Escher,Also Appearing
5,No Meals on Wheels,Mark Harmon,Also Appearing
5,No Meals on Wheels,Bruce Willis,Also Appearing
5,Boys Do Cry,Meg Griffin,Also Appearing
5,Boys Do Cry,Chris Griffin,Also Appearing
5,Boys Do Cry,Brian Griffin,Also Appearing
5,Boys Do Cry,Quagmire,Also Appearing
5,Boys Do Cry,Bruce,Also Appearing
5,Boys Do Cry,Mayor Adam West,Also Appearing
5,Boys Do Cry,Herbert,Also Appearing
5,Boys Do Cry,Diane Simmons,Also Appearing
5,Boys Do Cry,RJ,Also Appearing
5,Boys Do Cry,Jesus Christ,Also Appearing
5,Boys Do Cry,Jake Tucker,Also Appearing
5,Boys Do Cry,Tom Tucker,Also Appearing
5,Boys Do Cry,Seamus,Also Appearing
5,Boys Do Cry,Sneakers O'Toole,Also Appearing
5,Boys Do Cry,Super Devil,Also Appearing
5,Boys Do Cry,Chuck Norris,Also Appearing
5,Boys Do Cry,Dick Cheney,Also Appearing
5,Boys Do Cry,George W. Bush,Also Appearing
5,Boys Do Cry,Julia Louis-Dreyfus,Also Appearing
5,Boys Do Cry,Christie Brinkley,Also Appearing
5,Boys Do Cry,The Lynches,Also Appearing
5,Boys Do Cry,Duke Dillon,Also Appearing
5,Boys Do Cry,Dallas Houston,Also Appearing
5,Boys Do Cry,Jillian,Also Appearing
5,Boys Do Cry,S&M cow,Also Appearing
5,Boys Do Cry,Dixie Ann Thomas,Also Appearing
5,Boys Do Cry,Texas Youth Club,Also Appearing
5,Boys Do Cry,Gilbert Gottfried,Also Appearing
5,No Chris Left Behind,Meg Griffin,Also Appearing
5,No Chris Left Behind,Stewie Griffin,Also Appearing
5,No Chris Left Behind,Brian Griffin,Also Appearing
5,No Chris Left Behind,Josh Radnor,Also Appearing
5,No Chris Left Behind,Neil Patrick Harris,Also Appearing
5,No Chris Left Behind,Quagmire,Also Appearing
5,No Chris Left Behind,Carter Pewterschmidt,Also Appearing
5,No Chris Left Behind,Herbert,Also Appearing
5,No Chris Left Behind,Ernie the Giant Chicken,Also Appearing
5,No Chris Left Behind,Nicole,Also Appearing
5,No Chris Left Behind,Mel Gibson,Also Appearing
5,No Chris Left Behind,Bruce,Also Appearing
5,No Chris Left Behind,Principal Shepherd,Also Appearing
5,No Chris Left Behind,Sylvester Stallone,Also Appearing
5,No Chris Left Behind,King Friday XIII,Also Appearing
5,No Chris Left Behind,Rogers Chapstick,Also Appearing
5,No Chris Left Behind,Virgil Mastercard,Also Appearing
5,No Chris Left Behind,James Bottomtooth IV,Also Appearing
5,No Chris Left Behind,Johann,Also Appearing
5,No Chris Left Behind,Thunder,Also Appearing
5,No Chris Left Behind,Rocky Balboa,Also Appearing
5,No Chris Left Behind,Paulie Pennino,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Meg Griffin,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Peter Griffin,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Brian Griffin,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Stewie Griffin,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Chris Griffin,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Cleveland Brown,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Quagmire,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Joe Swanson,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Tricia Takanawa,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Jason Voorhees,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Steve,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Helen,Also Appearing
5,"It Takes a Village Idiot, and I Married One",The Pope,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Tom Tucker,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Diane Simmons,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Evil Monkey,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Mort Goldman,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Herbert,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Principal Shepherd,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Dr. Hartman,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Jimmy Smits,Also Appearing
5,"It Takes a Village Idiot, and I Married One",The Legion of Doom,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Angela,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Muriel Goldman,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Bonnie Swanson,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Jake Tucker,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Jim Varney,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Bob Grossbeard,Also Appearing
5,"It Takes a Village Idiot, and I Married One",The Screaming Black Dolphins,Also Appearing
5,"It Takes a Village Idiot, and I Married One",Ashley Ferl,Also Appearing
5,Meet the Quagmires,Chris Griffin,Also Appearing
5,Meet the Quagmires,Meg Griffin,Also Appearing
5,Meet the Quagmires,Stewie Griffin,Also Appearing
5,Meet the Quagmires,Joe Swanson,Also Appearing
5,Meet the Quagmires,Cleveland Brown,Also Appearing
5,Meet the Quagmires,Death,Also Appearing
5,Meet the Quagmires,Roger,Also Appearing
5,Meet the Quagmires,Horace,Also Appearing
5,Meet the Quagmires,George Jetson,Also Appearing
5,Meet the Quagmires,Jane Jetson,Also Appearing
5,Meet the Quagmires,Elroy Jetson,Also Appearing
5,Meet the Quagmires,Judy Jetson,Also Appearing
5,Meet the Quagmires,Mike Wallace,Also Appearing
5,Meet the Quagmires,Molly Ringwald,Also Appearing
5,Meet the Quagmires,Pinhead,Also Appearing
5,Meet the Quagmires,Ms. Pac-Man,Also Appearing
5,Meet the Quagmires,Blinky,Also Appearing
5,Meet the Quagmires,Pinky,Also Appearing
5,Meet the Quagmires,Inky,Also Appearing
5,Meet the Quagmires,Clyde,Also Appearing
5,Meet the Quagmires,Ernie the Giant Chicken,Also Appearing
5,Meet the Quagmires,Judd Nelson,Also Appearing
5,Meet the Quagmires,Tom Cruise,Also Appearing
5,Meet the Quagmires,Anthony Michael Hall,Also Appearing
5,Meet the Quagmires,Michael Schoeffling,Also Appearing
5,Meet the Quagmires,Andy,Also Appearing
5,Meet the Quagmires,Marvin Astley,Also Appearing
6,Blue Harvest,Jake Tucker,Also Appearing
6,Blue Harvest,Tom Tucker,Also Appearing
6,Blue Harvest,Diane Simmons,Also Appearing
6,Blue Harvest,Ollie Williams,Also Appearing
6,Blue Harvest,Fouad,Also Appearing
6,Blue Harvest,Evil Monkey,Also Appearing
6,Blue Harvest,Al Harrington,Also Appearing
6,Blue Harvest,Terry,Also Appearing
6,Blue Harvest,Roger,Also Appearing
6,Blue Harvest,Watto,Also Appearing
6,Blue Harvest,Dr. Alan Rumack,Also Appearing
6,Blue Harvest,Clark Griswold,Also Appearing
6,Blue Harvest,Magic Johnson,Also Appearing
6,Blue Harvest,Redd Foxx,Also Appearing
6,Blue Harvest,Simply Red,Also Appearing
6,Blue Harvest,Red Buttons,Also Appearing
6,Blue Harvest,Helen Reddy,Also Appearing
6,Blue Harvest,Judd Nelson,Also Appearing
6,Blue Harvest,Phil Mickelson,Also Appearing
6,Blue Harvest,Amy Mickelson,Also Appearing
6,Blue Harvest,John Williams,Also Appearing
6,Blue Harvest,London Symphony Orchestra,Also Appearing
6,Blue Harvest,Danny Elfman,Also Appearing
6,Blue Harvest,Tom Baker,Also Appearing
6,Blue Harvest,Pignose,Also Appearing
6,Blue Harvest,Scott,Also Appearing
6,Blue Harvest,Coach McGuirk,Also Appearing
6,Blue Harvest,Xenomorph,Also Appearing
6,Blue Harvest,Imperial Stormtroopers,Also Appearing
6,Movin' Out (Brian's Song),Peter Griffin,Also Appearing
6,Movin' Out (Brian's Song),Lois Griffin,Also Appearing
6,Movin' Out (Brian's Song),Meg Griffin,Also Appearing
6,Movin' Out (Brian's Song),Chris Griffin,Also Appearing
6,Movin' Out (Brian's Song),Mayor Adam West,Also Appearing
6,Movin' Out (Brian's Song),Joanna,Also Appearing
6,Movin' Out (Brian's Song),Seamus,Also Appearing
6,Movin' Out (Brian's Song),Carl,Also Appearing
6,Movin' Out (Brian's Song),Quagmire,Also Appearing
6,Movin' Out (Brian's Song),Marge Simpson,Also Appearing
6,Movin' Out (Brian's Song),Herbert,Also Appearing
6,Movin' Out (Brian's Song),Bucky LaGrange,Also Appearing
6,Movin' Out (Brian's Song),Valerie Bertinelli,Also Appearing
6,Movin' Out (Brian's Song),Maggie Gyllenhaal,Also Appearing
6,Movin' Out (Brian's Song),Jake Gyllenhaal,Also Appearing
6,Movin' Out (Brian's Song),Stephen Gyllenhaal,Also Appearing
6,Movin' Out (Brian's Song),Jinx,Also Appearing
6,Movin' Out (Brian's Song),Sico,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Lois Griffin,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Stewie Griffin,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Brian Griffin,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Chris Griffin,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Quagmire,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Cleveland Brown,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Bonnie Swanson,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Muriel Goldman,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Mayor Adam West,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Buzz Killington,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Adolf Hitler,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Spider-Man,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Colin Farrell,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Jack Black,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Jamie Farr,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Jackée Harry,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Bernice,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Herbert,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Seamus,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Dr. Hartman,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Mayor McCheese,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Carter Pewterschmidt,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Fred Flintstone,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Barney Rubble,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Consuela,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Dr. Terry Fabulous,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Parker,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Quentin,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Portland,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Judas Iscariot,Also Appearing
6,"Believe It or Not, Joe's Walking on Air",Pontius Pilate,Also Appearing
6,Stewie Kills Lois (Part 1),Peter Griffin,Also Appearing
6,Stewie Kills Lois (Part 1),Brian Griffin,Also Appearing
6,Stewie Kills Lois (Part 1),Meg Griffin,Also Appearing
6,Stewie Kills Lois (Part 1),Chris Griffin,Also Appearing
6,Stewie Kills Lois (Part 1),Tom Tucker,Also Appearing
6,Stewie Kills Lois (Part 1),Joe Swanson,Also Appearing
6,Stewie Kills Lois (Part 1),Bonnie Swanson,Also Appearing
6,Stewie Kills Lois (Part 1),Cleveland Brown,Also Appearing
6,Stewie Kills Lois (Part 1),Quagmire,Also Appearing
6,Stewie Kills Lois (Part 1),Barbra Streisand,Also Appearing
6,Stewie Kills Lois (Part 1),James Brolin,Also Appearing
6,Stewie Kills Lois (Part 1),Herbert,Also Appearing
6,Stewie Kills Lois (Part 1),Obie,Also Appearing
6,Stewie Kills Lois (Part 1),God,Also Appearing
6,Stewie Kills Lois (Part 1),Bruce,Also Appearing
6,Stewie Kills Lois (Part 1),Mort Goldman,Also Appearing
6,Stewie Kills Lois (Part 1),Carter Pewterschmidt,Also Appearing
6,Stewie Kills Lois (Part 1),Kool-Aid Man,Also Appearing
6,Stewie Kills Lois (Part 1),Judge,Also Appearing
6,Stewie Kills Lois (Part 1),Rupert,Also Appearing
6,Stewie Kills Lois (Part 1),Keanu Reeves,Also Appearing
6,Stewie Kills Lois (Part 1),Sandra Bullock,Also Appearing
6,Stewie Kills Lois (Part 1),Harrison Ford,Also Appearing
6,Stewie Kills Lois (Part 1),Lionel Richie,Also Appearing
6,Stewie Kills Lois (Part 1),The Beatles,Also Appearing
6,Lois Kills Stewie (Part 2),Peter Griffin,Also Appearing
6,Lois Kills Stewie (Part 2),Meg Griffin,Also Appearing
6,Lois Kills Stewie (Part 2),Chris Griffin,Also Appearing
6,Lois Kills Stewie (Part 2),Joe Swanson,Also Appearing
6,Lois Kills Stewie (Part 2),Quagmire,Also Appearing
6,Lois Kills Stewie (Part 2),Cleveland Brown,Also Appearing
6,Lois Kills Stewie (Part 2),Bruce,Also Appearing
6,Lois Kills Stewie (Part 2),Obie,Also Appearing
6,Lois Kills Stewie (Part 2),Tom Tucker,Also Appearing
6,Lois Kills Stewie (Part 2),Ollie Williams,Also Appearing
6,Lois Kills Stewie (Part 2),Diane Simmons,Also Appearing
6,Lois Kills Stewie (Part 2),Tricia Takanawa,Also Appearing
6,Lois Kills Stewie (Part 2),Derek,Also Appearing
6,Lois Kills Stewie (Part 2),Consuela,Also Appearing
6,Lois Kills Stewie (Part 2),Judge,Also Appearing
6,Lois Kills Stewie (Part 2),Rupert,Also Appearing
6,Lois Kills Stewie (Part 2),Mayor Adam West,Also Appearing
6,Lois Kills Stewie (Part 2),Jeffrey,Also Appearing
6,Lois Kills Stewie (Part 2),Paul,Also Appearing
6,Lois Kills Stewie (Part 2),Tracy,Also Appearing
6,Lois Kills Stewie (Part 2),Timmy,Also Appearing
6,Lois Kills Stewie (Part 2),Mikey,Also Appearing
6,Lois Kills Stewie (Part 2),Jafar,Also Appearing
6,Lois Kills Stewie (Part 2),Clippy,Also Appearing
6,Lois Kills Stewie (Part 2),Stan Smith,Also Appearing
6,Lois Kills Stewie (Part 2),Avery Bullock,Also Appearing
6,Lois Kills Stewie (Part 2),Saint Peter,Also Appearing
6,Lois Kills Stewie (Part 2),Magic Johnson,Also Appearing
6,Lois Kills Stewie (Part 2),Rob Schneider,Also Appearing
6,Lois Kills Stewie (Part 2),Randy Jackson,Also Appearing
6,Lois Kills Stewie (Part 2),Simon Cowell,Also Appearing
6,Lois Kills Stewie (Part 2),Paula Abdul,Also Appearing
6,Lois Kills Stewie (Part 2),James Doohan,Also Appearing
6,Lois Kills Stewie (Part 2),Willem Dafoe,Also Appearing
6,Lois Kills Stewie (Part 2),Britney Spears,Also Appearing
6,Lois Kills Stewie (Part 2),Bill O'Reilly,Also Appearing
6,Lois Kills Stewie (Part 2),Bill Frist,Also Appearing
6,Lois Kills Stewie (Part 2),Shakira,Also Appearing
6,Lois Kills Stewie (Part 2),Tom Cruise,Also Appearing
6,Lois Kills Stewie (Part 2),Katie Holmes,Also Appearing
6,Lois Kills Stewie (Part 2),Hilary Swank,Also Appearing
6,Padre de Familia,Lois Griffin,Also Appearing
6,Padre de Familia,Meg Griffin,Also Appearing
6,Padre de Familia,Chris Griffin,Also Appearing
6,Padre de Familia,Stewie Griffin,Also Appearing
6,Padre de Familia,Brian Griffin,Also Appearing
6,Padre de Familia,Quagmire,Also Appearing
6,Padre de Familia,Cleveland Brown,Also Appearing
6,Padre de Familia,Joe Swanson,Also Appearing
6,Padre de Familia,Tom Tucker,Also Appearing
6,Padre de Familia,Diane Simmons,Also Appearing
6,Padre de Familia,Herbert,Also Appearing
6,Padre de Familia,Santos & Pasquel,Also Appearing
6,Padre de Familia,Michael McDonald,Also Appearing
6,Padre de Familia,Angela,Also Appearing
6,Padre de Familia,Fouad,Also Appearing
6,Padre de Familia,Thelma Griffin,Also Appearing
6,Padre de Familia,Carter Pewterschmidt,Also Appearing
6,Padre de Familia,Barbara Pewterschmidt,Also Appearing
6,Padre de Familia,Gerardo,Also Appearing
6,Padre de Familia,Big Bad Wolf,Also Appearing
6,Padre de Familia,Oliver Stone,Also Appearing
6,Padre de Familia,Manuel Noriega,Also Appearing
6,Padre de Familia,Obie,Also Appearing
6,Padre de Familia,Superman,Also Appearing
6,Padre de Familia,Rapid Dave,Also Appearing
6,Padre de Familia,Dick Clark,Also Appearing
6,Padre de Familia,Patrick Swayze,Also Appearing
6,Padre de Familia,Michael and Jane Banks,Also Appearing
6,Padre de Familia,Paul Shaffer,Also Appearing
6,Padre de Familia,Sylvester the Cat,Also Appearing
6,Padre de Familia,Jerry Orbach,Also Appearing
6,Padre de Familia,Jennifer Grey,Also Appearing
6,Peter's Daughter,Lois Griffin,Also Appearing
6,Peter's Daughter,Chris Griffin,Also Appearing
6,Peter's Daughter,Cleveland Brown,Also Appearing
6,Peter's Daughter,Quagmire,Also Appearing
6,Peter's Daughter,Joe Swanson,Also Appearing
6,Peter's Daughter,Neil Goldman,Also Appearing
6,Peter's Daughter,Tricia Takanawa,Also Appearing
6,Peter's Daughter,Diane Simmons,Also Appearing
6,Peter's Daughter,Tom Tucker,Also Appearing
6,Peter's Daughter,Dr. Hartman,Also Appearing
6,Peter's Daughter,Connie DiMico,Also Appearing
6,Peter's Daughter,Esther,Also Appearing
6,Peter's Daughter,Patty,Also Appearing
6,Peter's Daughter,Ruth,Also Appearing
6,Peter's Daughter,Gina,Also Appearing
6,Peter's Daughter,Mr. Stoneberg,Also Appearing
6,Peter's Daughter,Xenomorph,Also Appearing
6,Peter's Daughter,Fred Flintstone,Also Appearing
6,Peter's Daughter,Wilma Flintstone,Also Appearing
6,Peter's Daughter,Satan,Also Appearing
6,Peter's Daughter,Beth,Also Appearing
6,Peter's Daughter,Conway Twitty,Also Appearing
6,Peter's Daughter,Bob Saget,Also Appearing
6,Peter's Daughter,Dean Cain,Also Appearing
6,Peter's Daughter,Andy Garcia,Also Appearing
6,Peter's Daughter,Rick,Also Appearing
6,Peter's Daughter,Abraham and Isaac,Also Appearing
6,Peter's Daughter,Sigourney Weaver,Also Appearing
6,Peter's Daughter,Jodie Foster,Also Appearing
6,McStroke,Lois Griffin,Also Appearing
6,McStroke,Meg Griffin,Also Appearing
6,McStroke,Chris Griffin,Also Appearing
6,McStroke,Stewie Griffin,Also Appearing
6,McStroke,Brian Griffin,Also Appearing
6,McStroke,Mr. Monopoly,Also Appearing
6,McStroke,Connie DiMico,Also Appearing
6,McStroke,Gina,Also Appearing
6,McStroke,Will Smith,Also Appearing
6,McStroke,Bruce,Also Appearing
6,McStroke,Todd Meyers,Also Appearing
6,McStroke,Helen Hunt,Also Appearing
6,McStroke,Dr. Hartman,Also Appearing
6,McStroke,Wimpy,Also Appearing
6,McStroke,Meowsy McDermott,Also Appearing
6,McStroke,Robin Williams,Also Appearing
6,McStroke,Mr. Cow,Also Appearing
6,McStroke,Tom Tucker,Also Appearing
6,McStroke,Diane Simmons,Also Appearing
6,McStroke,Judge,Also Appearing
6,McStroke,Rupert,Also Appearing
6,McStroke,Meaty the Quick-to-Anger Clown,Also Appearing
6,Back to the Woods,Lois Griffin,Also Appearing
6,Back to the Woods,Meg Griffin,Also Appearing
6,Back to the Woods,Chris Griffin,Also Appearing
6,Back to the Woods,Stewie Griffin,Also Appearing
6,Back to the Woods,Brian Griffin,Also Appearing
6,Back to the Woods,Quagmire,Also Appearing
6,Back to the Woods,Cleveland Brown,Also Appearing
6,Back to the Woods,Joe Swanson,Also Appearing
6,Back to the Woods,Tom Tucker,Also Appearing
6,Back to the Woods,Diane Simmons,Also Appearing
6,Back to the Woods,Spider-Man,Also Appearing
6,Back to the Woods,Vern and Johnny,Also Appearing
6,Back to the Woods,David Letterman,Also Appearing
6,Back to the Woods,Foghorn Leghorn,Also Appearing
6,Back to the Woods,Michael Richards,Also Appearing
6,Back to the Woods,G.I. José,Also Appearing
